source,target,weight
Aspectrotanypus,Cocconeis placentula,0
Austroperla cyrene,Cocconeis placentula,0
Coloburiscus humeralis,Cocconeis placentula,0
Cricotopus II,Cocconeis placentula,0
Cristaperla,Cocconeis placentula,0
Deleatidium,Cocconeis placentula,0
Eriopterini,Cocconeis placentula,0
Eukiefiriella,Cocconeis placentula,0
Forcipomyiinae,Cocconeis placentula,0
Hydora adult,Cocconeis placentula,0
Hydora nitida l,Cocconeis placentula,0
Hydrobiosella stenocerca,Cocconeis placentula,0
Larsia sp.,Cocconeis placentula,0
Naonella,Cocconeis placentula,0
Oligochaeta I  ,Cocconeis placentula,0
Oligochaeta II,Cocconeis placentula,0
Oligochaeta lumbr blue,Cocconeis placentula,0
Paracalliope fluviatalus,Cocconeis placentula,0
Paralimnophila,Cocconeis placentula,0
Patatanytarsus nr grimmi,Cocconeis placentula,0
Paucispinigera approximata,Cocconeis placentula,0
Polypedellum green type,Cocconeis placentula,0
Stenoperla prasinia,Cocconeis placentula,0
Stictoclcaius,Cocconeis placentula,0
Tanytarsus spp.,Cocconeis placentula,0
Tanytarsus verspertinus,Cocconeis placentula,0
Zelanoperla,Cocconeis placentula,0
Crayfish,Cocconeis placentula,0
Unidentified detritus,Cymbella aspera,0
Plant material,Cymbella aspera,0
Terrestrial invertebrates,Cymbella aspera,0
Achnanthes inflata,Cymbella aspera,0
Achnanthes lanceolata,Cymbella aspera,0
Achnanthes linearis,Cymbella aspera,0
Achnanthes minutissima,Cymbella aspera,0
Blue green algae,Cymbella aspera,0
Calothrix,Cymbella aspera,0
Cocconeis placentula,Cymbella aspera,0
Cymbella aspera,Cymbella aspera,0
Cymbella kappi,Cymbella aspera,0
Eunotia pectinalis,Cymbella aspera,0
Frustulia rhomboides,Cymbella aspera,0
Gomphoneis herculeana,Cymbella aspera,0
Gomphonema angustatum,Cymbella aspera,0
Gomphonema truncatum,Cymbella aspera,0
Melosira varians,Cymbella aspera,0
Navicula avenacea,Cymbella aspera,0
Pinnularia divergens,Cymbella aspera,0
Pinnularia gibba,Cymbella aspera,0
Pinnularia sp.,Cymbella aspera,0
Pinnularia viridis,Cymbella aspera,0
Rhoicosphenia curvata,Cymbella aspera,0
Surirella elegans,Cymbella aspera,0
Surirella striatula,Cymbella aspera,0
Synedra rumpens,Cymbella aspera,0
Tabellaria flocculosa,Cymbella aspera,0
Unknown green algal cells,Cymbella aspera,0
Ameletopsis perscitus,Cymbella aspera,0
Aspectrotanypus,Cymbella aspera,0
Austroperla cyrene,Cymbella aspera,0
Coloburiscus humeralis,Cymbella aspera,0
Cricotopus II,Cymbella aspera,0
Cristaperla,Cymbella aspera,0
Deleatidium,Cymbella aspera,0
Eriopterini,Cymbella aspera,0
Eukiefiriella,Cymbella aspera,0
Forcipomyiinae,Cymbella aspera,0
Hydora adult,Cymbella aspera,0
Hydora nitida l,Cymbella aspera,0
Hydrobiosella stenocerca,Cymbella aspera,0
Larsia sp.,Cymbella aspera,0
Naonella,Cymbella aspera,0
Oligochaeta I  ,Cymbella aspera,0
Oligochaeta II,Cymbella aspera,0
Oligochaeta lumbr blue,Cymbella aspera,0
Paracalliope fluviatalus,Cymbella aspera,0
Paralimnophila,Cymbella aspera,0
Patatanytarsus nr grimmi,Cymbella aspera,0
Paucispinigera approximata,Cymbella aspera,0
Polypedellum green type,Cymbella aspera,0
Stenoperla prasinia,Cymbella aspera,0
Stictoclcaius,Cymbella aspera,0
Tanytarsus spp.,Cymbella aspera,0
Tanytarsus verspertinus,Cymbella aspera,0
Zelanoperla,Cymbella aspera,0
Crayfish,Cymbella aspera,0
Unidentified detritus,Cymbella kappi,0
Plant material,Cymbella kappi,0
Terrestrial invertebrates,Cymbella kappi,0
Achnanthes inflata,Cymbella kappi,0
Achnanthes lanceolata,Cymbella kappi,0
Achnanthes linearis,Cymbella kappi,0
Achnanthes minutissima,Cymbella kappi,0
Blue green algae,Cymbella kappi,0
Calothrix,Cymbella kappi,0
Cocconeis placentula,Cymbella kappi,0
Cymbella aspera,Cymbella kappi,0
Cymbella kappi,Cymbella kappi,0
Eunotia pectinalis,Cymbella kappi,0
Frustulia rhomboides,Cymbella kappi,0
Gomphoneis herculeana,Cymbella kappi,0
Gomphonema angustatum,Cymbella kappi,0
Gomphonema truncatum,Cymbella kappi,0
Melosira varians,Cymbella kappi,0
Navicula avenacea,Cymbella kappi,0
Pinnularia divergens,Cymbella kappi,0
Pinnularia gibba,Cymbella kappi,0
Pinnularia sp.,Cymbella kappi,0
Pinnularia viridis,Cymbella kappi,0
Rhoicosphenia curvata,Cymbella kappi,0
Surirella elegans,Cymbella kappi,0
Surirella striatula,Cymbella kappi,0
Synedra rumpens,Cymbella kappi,0
