source,target,weight
Couesius plumbeus,Gyrodactylus.1,0
Notropis anogenus,Gyrodactylus.1,0
Notropis atherinoides,Gyrodactylus.1,0
Notropis hudsonius,Gyrodactylus.1,0
Pimephales notatus,Gyrodactylus.1,0
Pimephales promelas,Gyrodactylus.1,0
Semotilus margarita,Gyrodactylus.1,0
Ictalurus nebulosus,Gyrodactylus.1,0
Noturus gyrinus,Gyrodactylus.1,0
Lota lota,Gyrodactylus.1,0
Culaea inconstans,Gyrodactylus.1,0
Percopsis omiscomaycus,Gyrodactylus.1,0
Ambloplites rupestris,Gyrodactylus.1,0
Lepomis gibbosus,Gyrodactylus.1,0
Micropterus dolomieui,Gyrodactylus.1,0
Pomoxis nigromaculatus,Gyrodactylus.1,0
Perca flavescens,Gyrodactylus.1,0
Stizostedion canadense,Gyrodactylus.1,0
Stizostedion vitreum,Gyrodactylus.1,0
Etheostoma exile,Gyrodactylus.1,0
Etheostoma nigrum,Gyrodactylus.1,0
Percina caprodes,Gyrodactylus.1,0
Cottus bairdi,Gyrodactylus.1,0
Host species,Gyrodactylus.2,18
Salvelinus namaycush,Gyrodactylus.2,0
Coregonus clupeaformis,Gyrodactylus.2,0
Coregonus artedii,Gyrodactylus.2,0
Esox lucius,Gyrodactylus.2,0
Carpiodes cyprinus,Gyrodactylus.2,0
Catostomus commersoni,Gyrodactylus.2,0
Moxostoma anisurum,Gyrodactylus.2,0
Chrosomus neogaeus,Gyrodactylus.2,0
Couesius plumbeus,Gyrodactylus.2,0
Notropis anogenus,Gyrodactylus.2,0
Notropis atherinoides,Gyrodactylus.2,0
Notropis hudsonius,Gyrodactylus.2,0
Pimephales notatus,Gyrodactylus.2,0
Pimephales promelas,Gyrodactylus.2,0
Semotilus margarita,Gyrodactylus.2,0
Ictalurus nebulosus,Gyrodactylus.2,0
Noturus gyrinus,Gyrodactylus.2,0
Lota lota,Gyrodactylus.2,0
Culaea inconstans,Gyrodactylus.2,23.5
Percopsis omiscomaycus,Gyrodactylus.2,0
Ambloplites rupestris,Gyrodactylus.2,0
Lepomis gibbosus,Gyrodactylus.2,0
Micropterus dolomieui,Gyrodactylus.2,0
Pomoxis nigromaculatus,Gyrodactylus.2,0
Perca flavescens,Gyrodactylus.2,0
Stizostedion canadense,Gyrodactylus.2,0
Stizostedion vitreum,Gyrodactylus.2,0
Etheostoma exile,Gyrodactylus.2,0
Etheostoma nigrum,Gyrodactylus.2,0
Percina caprodes,Gyrodactylus.2,0
Cottus bairdi,Gyrodactylus.2,0
Host species,Gyrodactylus.3,19
