source,target,weight
Catostomus catostomus,Crepidostomum.1,0
Semotilus atromaculatus,Crepidostomum.1,0
Rhinichthys cataractae,Crepidostomum.1,0
Chrosomus eos,Crepidostomum.1,0
Notropis atherinoides,Crepidostomum.1,0
Notropis cornutus,Crepidostomum.1,0
Notropis hudsonius,Crepidostomum.1,0
Notropis volucellus,Crepidostomum.1,0
Notropis heterolepis,Crepidostomum.1,0
Pimephales notatus,Crepidostomum.1,0
Ictalurus nebulosus,Crepidostomum.1,0
Esox lucius,Crepidostomum.1,0
Percopsis omiscomaycus,Crepidostomum.1,0
Perca flavescens,Crepidostomum.1,0
Stizostedion vitreum,Crepidostomum.1,0
Etheostoma nigrum,Crepidostomum.1,0
Etheostoma exile,Crepidostomum.1,0
Micropterus dolomieui,Crepidostomum.1,42.5
Micropterus salmoides,Crepidostomum.1,60
Lepomis gibbosus,Crepidostomum.1,14.5
Ambloplites rupestris,Crepidostomum.1,58.6
Lota lota,Crepidostomum.1,0
Culaea inconstans,Crepidostomum.1,0
Cottus bairdi,Crepidostomum.1,0
Host species,Crepidostomum.2,21
Osmerus mordax,Crepidostomum.2,0
Coregonus artedi,Crepidostomum.2,0
Coregonus hoyi,Crepidostomum.2,0
Coregonus clupeaformis,Crepidostomum.2,0
Prosopium cylindraceum,Crepidostomum.2,0
Oncorhynchus mykiss,Crepidostomum.2,0
Salvelinus fontinalis,Crepidostomum.2,0
Salvelinus namaycush,Crepidostomum.2,0
Catostomus commersoni,Crepidostomum.2,0
Catostomus catostomus,Crepidostomum.2,0
Semotilus atromaculatus,Crepidostomum.2,0
Rhinichthys cataractae,Crepidostomum.2,0
Chrosomus eos,Crepidostomum.2,0
Notropis atherinoides,Crepidostomum.2,0
Notropis cornutus,Crepidostomum.2,0
Notropis hudsonius,Crepidostomum.2,0
Notropis volucellus,Crepidostomum.2,0
Notropis heterolepis,Crepidostomum.2,0
Pimephales notatus,Crepidostomum.2,0
Ictalurus nebulosus,Crepidostomum.2,50
Esox lucius,Crepidostomum.2,0
Percopsis omiscomaycus,Crepidostomum.2,0
Perca flavescens,Crepidostomum.2,0
Stizostedion vitreum,Crepidostomum.2,0
Etheostoma nigrum,Crepidostomum.2,0
Etheostoma exile,Crepidostomum.2,0
Micropterus dolomieui,Crepidostomum.2,0
Micropterus salmoides,Crepidostomum.2,0
Lepomis gibbosus,Crepidostomum.2,0
Ambloplites rupestris,Crepidostomum.2,0
Lota lota,Crepidostomum.2,0
Culaea inconstans,Crepidostomum.2,0
Cottus bairdi,Crepidostomum.2,0
Host species,Crepidostomum.3,22
Osmerus mordax,Crepidostomum.3,0
Coregonus artedi,Crepidostomum.3,0
Coregonus hoyi,Crepidostomum.3,0
Coregonus clupeaformis,Crepidostomum.3,0
Prosopium cylindraceum,Crepidostomum.3,0
Oncorhynchus mykiss,Crepidostomum.3,0
Salvelinus fontinalis,Crepidostomum.3,0
Salvelinus namaycush,Crepidostomum.3,0
Catostomus commersoni,Crepidostomum.3,0
Catostomus catostomus,Crepidostomum.3,0
Semotilus atromaculatus,Crepidostomum.3,0
Rhinichthys cataractae,Crepidostomum.3,0
Chrosomus eos,Crepidostomum.3,0
Notropis atherinoides,Crepidostomum.3,0
Notropis cornutus,Crepidostomum.3,0
Notropis hudsonius,Crepidostomum.3,0
Notropis volucellus,Crepidostomum.3,0
Notropis heterolepis,Crepidostomum.3,0
Pimephales notatus,Crepidostomum.3,0
Ictalurus nebulosus,Crepidostomum.3,0
Esox lucius,Crepidostomum.3,0
Percopsis omiscomaycus,Crepidostomum.3,68.4
Perca flavescens,Crepidostomum.3,0
Stizostedion vitreum,Crepidostomum.3,0
Etheostoma nigrum,Crepidostomum.3,33.3
Etheostoma exile,Crepidostomum.3,0
Micropterus dolomieui,Crepidostomum.3,0
Micropterus salmoides,Crepidostomum.3,0
Lepomis gibbosus,Crepidostomum.3,0
Ambloplites rupestris,Crepidostomum.3,0
Lota lota,Crepidostomum.3,0
Culaea inconstans,Crepidostomum.3,0
Cottus bairdi,Crepidostomum.3,0
Host species,Crepidostomum.4,23
Osmerus mordax,Crepidostomum.4,0
Coregonus artedi,Crepidostomum.4,0
Coregonus hoyi,Crepidostomum.4,0
Coregonus clupeaformis,Crepidostomum.4,0
Prosopium cylindraceum,Crepidostomum.4,27.3
Oncorhynchus mykiss,Crepidostomum.4,0
Salvelinus fontinalis,Crepidostomum.4,0
Salvelinus namaycush,Crepidostomum.4,0
Catostomus commersoni,Crepidostomum.4,0
Catostomus catostomus,Crepidostomum.4,0
Semotilus atromaculatus,Crepidostomum.4,0
Rhinichthys cataractae,Crepidostomum.4,0
Chrosomus eos,Crepidostomum.4,0
Notropis atherinoides,Crepidostomum.4,0
Notropis cornutus,Crepidostomum.4,0
Notropis hudsonius,Crepidostomum.4,0
Notropis volucellus,Crepidostomum.4,0
Notropis heterolepis,Crepidostomum.4,0
Pimephales notatus,Crepidostomum.4,0
Ictalurus nebulosus,Crepidostomum.4,0
Esox lucius,Crepidostomum.4,0
Percopsis omiscomaycus,Crepidostomum.4,0
Perca flavescens,Crepidostomum.4,0
Stizostedion vitreum,Crepidostomum.4,0
Etheostoma nigrum,Crepidostomum.4,0
Etheostoma exile,Crepidostomum.4,0
Micropterus dolomieui,Crepidostomum.4,0
Micropterus salmoides,Crepidostomum.4,0
Lepomis gibbosus,Crepidostomum.4,0
Ambloplites rupestris,Crepidostomum.4,0
Lota lota,Crepidostomum.4,0
Culaea inconstans,Crepidostomum.4,0
Cottus bairdi,Crepidostomum.4,0
Host species,Centrovarium,24
Osmerus mordax,Centrovarium,0
Coregonus artedi,Centrovarium,0
Coregonus hoyi,Centrovarium,0
Coregonus clupeaformis,Centrovarium,0
Prosopium cylindraceum,Centrovarium,0
Oncorhynchus mykiss,Centrovarium,0
Salvelinus fontinalis,Centrovarium,0
Salvelinus namaycush,Centrovarium,0
Catostomus commersoni,Centrovarium,0
Catostomus catostomus,Centrovarium,0
Semotilus atromaculatus,Centrovarium,0
Rhinichthys cataractae,Centrovarium,0
Chrosomus eos,Centrovarium,0
Notropis atherinoides,Centrovarium,0
Notropis cornutus,Centrovarium,0
Notropis hudsonius,Centrovarium,0
Notropis volucellus,Centrovarium,0
Notropis heterolepis,Centrovarium,0
Pimephales notatus,Centrovarium,0
Ictalurus nebulosus,Centrovarium,7.1
Esox lucius,Centrovarium,0
Percopsis omiscomaycus,Centrovarium,0
Perca flavescens,Centrovarium,0
Stizostedion vitreum,Centrovarium,0
Etheostoma nigrum,Centrovarium,0
Etheostoma exile,Centrovarium,0
Micropterus dolomieui,Centrovarium,0
Micropterus salmoides,Centrovarium,0
Lepomis gibbosus,Centrovarium,0
Ambloplites rupestris,Centrovarium,0
Lota lota,Centrovarium,0
Culaea inconstans,Centrovarium,0
Cottus bairdi,Centrovarium,0
Host species,Centrovarium.1,25
Osmerus mordax,Centrovarium.1,0
Coregonus artedi,Centrovarium.1,0
Coregonus hoyi,Centrovarium.1,0
Coregonus clupeaformis,Centrovarium.1,0
Prosopium cylindraceum,Centrovarium.1,0
Oncorhynchus mykiss,Centrovarium.1,0
Salvelinus fontinalis,Centrovarium.1,0
Salvelinus namaycush,Centrovarium.1,0
Catostomus commersoni,Centrovarium.1,0
Catostomus catostomus,Centrovarium.1,0
Semotilus atromaculatus,Centrovarium.1,0
Rhinichthys cataractae,Centrovarium.1,0
Chrosomus eos,Centrovarium.1,0
Notropis atherinoides,Centrovarium.1,0
Notropis cornutus,Centrovarium.1,0
Notropis hudsonius,Centrovarium.1,0
Notropis volucellus,Centrovarium.1,9.1
Notropis heterolepis,Centrovarium.1,0
Pimephales notatus,Centrovarium.1,35.3
Ictalurus nebulosus,Centrovarium.1,0
Esox lucius,Centrovarium.1,0
Percopsis omiscomaycus,Centrovarium.1,0
Perca flavescens,Centrovarium.1,0
Stizostedion vitreum,Centrovarium.1,0
Etheostoma nigrum,Centrovarium.1,0
Etheostoma exile,Centrovarium.1,0
Micropterus dolomieui,Centrovarium.1,0
Micropterus salmoides,Centrovarium.1,0
Lepomis gibbosus,Centrovarium.1,0
Ambloplites rupestris,Centrovarium.1,0
Lota lota,Centrovarium.1,0
Culaea inconstans,Centrovarium.1,0
Cottus bairdi,Centrovarium.1,0
Host species,Cryptogonimus,26
Osmerus mordax,Cryptogonimus,0
Coregonus artedi,Cryptogonimus,0
Coregonus hoyi,Cryptogonimus,0
Coregonus clupeaformis,Cryptogonimus,0
Prosopium cylindraceum,Cryptogonimus,0
Oncorhynchus mykiss,Cryptogonimus,0
Salvelinus fontinalis,Cryptogonimus,0
Salvelinus namaycush,Cryptogonimus,0
Catostomus commersoni,Cryptogonimus,0
Catostomus catostomus,Cryptogonimus,0
Semotilus atromaculatus,Cryptogonimus,0
Rhinichthys cataractae,Cryptogonimus,0
Chrosomus eos,Cryptogonimus,0
Notropis atherinoides,Cryptogonimus,0
Notropis cornutus,Cryptogonimus,0
Notropis hudsonius,Cryptogonimus,0
Notropis volucellus,Cryptogonimus,0
Notropis heterolepis,Cryptogonimus,0
Pimephales notatus,Cryptogonimus,0
Ictalurus nebulosus,Cryptogonimus,0
Esox lucius,Cryptogonimus,0
Percopsis omiscomaycus,Cryptogonimus,0
Perca flavescens,Cryptogonimus,0
Stizostedion vitreum,Cryptogonimus,0
Etheostoma nigrum,Cryptogonimus,0
Etheostoma exile,Cryptogonimus,0
Micropterus dolomieui,Cryptogonimus,42.5
Micropterus salmoides,Cryptogonimus,0
Lepomis gibbosus,Cryptogonimus,0
Ambloplites rupestris,Cryptogonimus,63.8
Lota lota,Cryptogonimus,0
Culaea inconstans,Cryptogonimus,0
Cottus bairdi,Cryptogonimus,0
Host species,Clinostomum,27
Osmerus mordax,Clinostomum,0
Coregonus artedi,Clinostomum,0
Coregonus hoyi,Clinostomum,0
Coregonus clupeaformis,Clinostomum,0
Prosopium cylindraceum,Clinostomum,0
Oncorhynchus mykiss,Clinostomum,0
Salvelinus fontinalis,Clinostomum,0
Salvelinus namaycush,Clinostomum,0
Catostomus commersoni,Clinostomum,0
Catostomus catostomus,Clinostomum,0
Semotilus atromaculatus,Clinostomum,0
Rhinichthys cataractae,Clinostomum,0
Chrosomus eos,Clinostomum,0
Notropis atherinoides,Clinostomum,0
Notropis cornutus,Clinostomum,0
Notropis hudsonius,Clinostomum,0
Notropis volucellus,Clinostomum,0
Notropis heterolepis,Clinostomum,0
Pimephales notatus,Clinostomum,0
Ictalurus nebulosus,Clinostomum,0
Esox lucius,Clinostomum,0
Percopsis omiscomaycus,Clinostomum,0
Perca flavescens,Clinostomum,10
Stizostedion vitreum,Clinostomum,0
Etheostoma nigrum,Clinostomum,0
Etheostoma exile,Clinostomum,0
Micropterus dolomieui,Clinostomum,10.4
Micropterus salmoides,Clinostomum,0
Lepomis gibbosus,Clinostomum,27.3
Ambloplites rupestris,Clinostomum,8.6
Lota lota,Clinostomum,0
Culaea inconstans,Clinostomum,0
Cottus bairdi,Clinostomum,0
Host species,Rhipidocotyle,28
Osmerus mordax,Rhipidocotyle,0
Coregonus artedi,Rhipidocotyle,0
Coregonus hoyi,Rhipidocotyle,0
Coregonus clupeaformis,Rhipidocotyle,0
Prosopium cylindraceum,Rhipidocotyle,0
Oncorhynchus mykiss,Rhipidocotyle,0
Salvelinus fontinalis,Rhipidocotyle,0
Salvelinus namaycush,Rhipidocotyle,0
Catostomus commersoni,Rhipidocotyle,0
Catostomus catostomus,Rhipidocotyle,0
Semotilus atromaculatus,Rhipidocotyle,0
Rhinichthys cataractae,Rhipidocotyle,0
Chrosomus eos,Rhipidocotyle,0
Notropis atherinoides,Rhipidocotyle,0
Notropis cornutus,Rhipidocotyle,0
Notropis hudsonius,Rhipidocotyle,0
Notropis volucellus,Rhipidocotyle,0
Notropis heterolepis,Rhipidocotyle,0
Pimephales notatus,Rhipidocotyle,0
Ictalurus nebulosus,Rhipidocotyle,0
Esox lucius,Rhipidocotyle,0
Percopsis omiscomaycus,Rhipidocotyle,0
Perca flavescens,Rhipidocotyle,0
Stizostedion vitreum,Rhipidocotyle,0
Etheostoma nigrum,Rhipidocotyle,0
Etheostoma exile,Rhipidocotyle,0
Micropterus dolomieui,Rhipidocotyle,0.5
Micropterus salmoides,Rhipidocotyle,0
Lepomis gibbosus,Rhipidocotyle,0
Ambloplites rupestris,Rhipidocotyle,0
Lota lota,Rhipidocotyle,0
Culaea inconstans,Rhipidocotyle,0
Cottus bairdi,Rhipidocotyle,0
Host species,Tetracotyle,29
Osmerus mordax,Tetracotyle,0
Coregonus artedi,Tetracotyle,0
Coregonus hoyi,Tetracotyle,0
Coregonus clupeaformis,Tetracotyle,0
Prosopium cylindraceum,Tetracotyle,0
Oncorhynchus mykiss,Tetracotyle,0
Salvelinus fontinalis,Tetracotyle,0
Salvelinus namaycush,Tetracotyle,0
Catostomus commersoni,Tetracotyle,0
Catostomus catostomus,Tetracotyle,0
Semotilus atromaculatus,Tetracotyle,0
Rhinichthys cataractae,Tetracotyle,0
Chrosomus eos,Tetracotyle,5.9
Notropis atherinoides,Tetracotyle,0
Notropis cornutus,Tetracotyle,0
Notropis hudsonius,Tetracotyle,1
Notropis volucellus,Tetracotyle,0
Notropis heterolepis,Tetracotyle,0
Pimephales notatus,Tetracotyle,0
Ictalurus nebulosus,Tetracotyle,0
Esox lucius,Tetracotyle,0
Percopsis omiscomaycus,Tetracotyle,36.8
Perca flavescens,Tetracotyle,1
Stizostedion vitreum,Tetracotyle,0
Etheostoma nigrum,Tetracotyle,53.8
Etheostoma exile,Tetracotyle,20
Micropterus dolomieui,Tetracotyle,0
Micropterus salmoides,Tetracotyle,0
Lepomis gibbosus,Tetracotyle,0
Ambloplites rupestris,Tetracotyle,0
Lota lota,Tetracotyle,0
Culaea inconstans,Tetracotyle,0
Cottus bairdi,Tetracotyle,75
Host species,Neascus,30
Osmerus mordax,Neascus,0
Coregonus artedi,Neascus,0
Coregonus hoyi,Neascus,0
Coregonus clupeaformis,Neascus,0
Prosopium cylindraceum,Neascus,0
Oncorhynchus mykiss,Neascus,0
Salvelinus fontinalis,Neascus,0
Salvelinus namaycush,Neascus,0
Catostomus commersoni,Neascus,14.5
Catostomus catostomus,Neascus,0
Semotilus atromaculatus,Neascus,14.7
Rhinichthys cataractae,Neascus,0
Chrosomus eos,Neascus,0
Notropis atherinoides,Neascus,0
Notropis cornutus,Neascus,16.7
Notropis hudsonius,Neascus,15
Notropis volucellus,Neascus,0
Notropis heterolepis,Neascus,4
Pimephales notatus,Neascus,11.8
Ictalurus nebulosus,Neascus,0
Esox lucius,Neascus,0
Percopsis omiscomaycus,Neascus,10.5
Perca flavescens,Neascus,20.9
Stizostedion vitreum,Neascus,14.6
Etheostoma nigrum,Neascus,17.9
Etheostoma exile,Neascus,0
Micropterus dolomieui,Neascus,0.5
Micropterus salmoides,Neascus,0
Lepomis gibbosus,Neascus,89.1
Ambloplites rupestris,Neascus,10.3
Lota lota,Neascus,0
Culaea inconstans,Neascus,14.7
Cottus bairdi,Neascus,0
Host species,Diplostomulum,31
Osmerus mordax,Diplostomulum,94
Coregonus artedi,Diplostomulum,60.8
Coregonus hoyi,Diplostomulum,51.1
Coregonus clupeaformis,Diplostomulum,70.7
Prosopium cylindraceum,Diplostomulum,95.5
Oncorhynchus mykiss,Diplostomulum,6.7
Salvelinus fontinalis,Diplostomulum,15.4
Salvelinus namaycush,Diplostomulum,38.9
Catostomus commersoni,Diplostomulum,0
Catostomus catostomus,Diplostomulum,0
Semotilus atromaculatus,Diplostomulum,67.6
Rhinichthys cataractae,Diplostomulum,0
Chrosomus eos,Diplostomulum,23.5
Notropis atherinoides,Diplostomulum,0
Notropis cornutus,Diplostomulum,0
Notropis hudsonius,Diplostomulum,60
Notropis volucellus,Diplostomulum,63.6
Notropis heterolepis,Diplostomulum,32
Pimephales notatus,Diplostomulum,58.8
Ictalurus nebulosus,Diplostomulum,85.7
Esox lucius,Diplostomulum,39.4
Percopsis omiscomaycus,Diplostomulum,78.9
Perca flavescens,Diplostomulum,68.2
Stizostedion vitreum,Diplostomulum,68.3
Etheostoma nigrum,Diplostomulum,5.1
Etheostoma exile,Diplostomulum,0
Micropterus dolomieui,Diplostomulum,27.1
Micropterus salmoides,Diplostomulum,40
Lepomis gibbosus,Diplostomulum,25.5
Ambloplites rupestris,Diplostomulum,86.2
Lota lota,Diplostomulum,80.9
Culaea inconstans,Diplostomulum,2.9
Cottus bairdi,Diplostomulum,37.5
Host species,Diplostomum,32
Osmerus mordax,Diplostomum,0
Coregonus artedi,Diplostomum,0
Coregonus hoyi,Diplostomum,0
Coregonus clupeaformis,Diplostomum,0
Prosopium cylindraceum,Diplostomum,0
Oncorhynchus mykiss,Diplostomum,0
Salvelinus fontinalis,Diplostomum,0
Salvelinus namaycush,Diplostomum,0
Catostomus commersoni,Diplostomum,81.6
Catostomus catostomus,Diplostomum,89.7
Semotilus atromaculatus,Diplostomum,0
Rhinichthys cataractae,Diplostomum,0
Chrosomus eos,Diplostomum,0
Notropis atherinoides,Diplostomum,0
Notropis cornutus,Diplostomum,0
Notropis hudsonius,Diplostomum,0
Notropis volucellus,Diplostomum,0
Notropis heterolepis,Diplostomum,0
Pimephales notatus,Diplostomum,0
Ictalurus nebulosus,Diplostomum,0
Esox lucius,Diplostomum,0
Percopsis omiscomaycus,Diplostomum,0
Perca flavescens,Diplostomum,0
Stizostedion vitreum,Diplostomum,0
Etheostoma nigrum,Diplostomum,0
Etheostoma exile,Diplostomum,0
Micropterus dolomieui,Diplostomum,0
Micropterus salmoides,Diplostomum,0
Lepomis gibbosus,Diplostomum,0
Ambloplites rupestris,Diplostomum,0
Lota lota,Diplostomum,0
Culaea inconstans,Diplostomum,0
Cottus bairdi,Diplostomum,0
Host species,Posthodiplostomum,33
Osmerus mordax,Posthodiplostomum,0
Coregonus artedi,Posthodiplostomum,0
Coregonus hoyi,Posthodiplostomum,0
Coregonus clupeaformis,Posthodiplostomum,0
Prosopium cylindraceum,Posthodiplostomum,0
Oncorhynchus mykiss,Posthodiplostomum,0
Salvelinus fontinalis,Posthodiplostomum,7.7
Salvelinus namaycush,Posthodiplostomum,0
Catostomus commersoni,Posthodiplostomum,0
Catostomus catostomus,Posthodiplostomum,2.6
Semotilus atromaculatus,Posthodiplostomum,76.5
Rhinichthys cataractae,Posthodiplostomum,100
Chrosomus eos,Posthodiplostomum,17.6
Notropis atherinoides,Posthodiplostomum,100
Notropis cornutus,Posthodiplostomum,66.7
Notropis hudsonius,Posthodiplostomum,80
Notropis volucellus,Posthodiplostomum,90.9
Notropis heterolepis,Posthodiplostomum,52
Pimephales notatus,Posthodiplostomum,82.4
Ictalurus nebulosus,Posthodiplostomum,0
Esox lucius,Posthodiplostomum,0
Percopsis omiscomaycus,Posthodiplostomum,10.5
Perca flavescens,Posthodiplostomum,3.5
Stizostedion vitreum,Posthodiplostomum,0
Etheostoma nigrum,Posthodiplostomum,10.3
Etheostoma exile,Posthodiplostomum,40
Micropterus dolomieui,Posthodiplostomum,34.4
Micropterus salmoides,Posthodiplostomum,0
Lepomis gibbosus,Posthodiplostomum,94.5
Ambloplites rupestris,Posthodiplostomum,86.2
Lota lota,Posthodiplostomum,0
Culaea inconstans,Posthodiplostomum,2.9
Cottus bairdi,Posthodiplostomum,0
Host species,Glaridacris,34
Osmerus mordax,Glaridacris,0
Coregonus artedi,Glaridacris,0
Coregonus hoyi,Glaridacris,0
Coregonus clupeaformis,Glaridacris,0
Prosopium cylindraceum,Glaridacris,0
Oncorhynchus mykiss,Glaridacris,0
Salvelinus fontinalis,Glaridacris,0
Salvelinus namaycush,Glaridacris,0
Catostomus commersoni,Glaridacris,34.2
Catostomus catostomus,Glaridacris,0
Semotilus atromaculatus,Glaridacris,0
Rhinichthys cataractae,Glaridacris,0
Chrosomus eos,Glaridacris,0
Notropis atherinoides,Glaridacris,0
Notropis cornutus,Glaridacris,0
Notropis hudsonius,Glaridacris,0
Notropis volucellus,Glaridacris,0
Notropis heterolepis,Glaridacris,0
Pimephales notatus,Glaridacris,0
Ictalurus nebulosus,Glaridacris,0
Esox lucius,Glaridacris,0
Percopsis omiscomaycus,Glaridacris,0
Perca flavescens,Glaridacris,0
Stizostedion vitreum,Glaridacris,0
Etheostoma nigrum,Glaridacris,0
Etheostoma exile,Glaridacris,0
Micropterus dolomieui,Glaridacris,0
Micropterus salmoides,Glaridacris,0
Lepomis gibbosus,Glaridacris,0
Ambloplites rupestris,Glaridacris,0
Lota lota,Glaridacris,0
Culaea inconstans,Glaridacris,0
Cottus bairdi,Glaridacris,0
Host species,Abothrium,35
Osmerus mordax,Abothrium,0
Coregonus artedi,Abothrium,3.8
Coregonus hoyi,Abothrium,0
Coregonus clupeaformis,Abothrium,0
Prosopium cylindraceum,Abothrium,0
Oncorhynchus mykiss,Abothrium,13.3
Salvelinus fontinalis,Abothrium,0
Salvelinus namaycush,Abothrium,0
Catostomus commersoni,Abothrium,0
Catostomus catostomus,Abothrium,0
Semotilus atromaculatus,Abothrium,0
Rhinichthys cataractae,Abothrium,0
Chrosomus eos,Abothrium,0
Notropis atherinoides,Abothrium,0
Notropis cornutus,Abothrium,0
Notropis hudsonius,Abothrium,0
Notropis volucellus,Abothrium,0
Notropis heterolepis,Abothrium,0
Pimephales notatus,Abothrium,0
Ictalurus nebulosus,Abothrium,0
Esox lucius,Abothrium,0
Percopsis omiscomaycus,Abothrium,0
Perca flavescens,Abothrium,0
Stizostedion vitreum,Abothrium,0
Etheostoma nigrum,Abothrium,0
Etheostoma exile,Abothrium,0
Micropterus dolomieui,Abothrium,0
Micropterus salmoides,Abothrium,0
Lepomis gibbosus,Abothrium,0
Ambloplites rupestris,Abothrium,0
Lota lota,Abothrium,95.2
Culaea inconstans,Abothrium,0
Cottus bairdi,Abothrium,0
Host species,Bothriocephalus,36
Osmerus mordax,Bothriocephalus,0
Coregonus artedi,Bothriocephalus,0
Coregonus hoyi,Bothriocephalus,0
Coregonus clupeaformis,Bothriocephalus,0
Prosopium cylindraceum,Bothriocephalus,0
Oncorhynchus mykiss,Bothriocephalus,0
Salvelinus fontinalis,Bothriocephalus,0
Salvelinus namaycush,Bothriocephalus,0
Catostomus commersoni,Bothriocephalus,0
Catostomus catostomus,Bothriocephalus,0
Semotilus atromaculatus,Bothriocephalus,0
Rhinichthys cataractae,Bothriocephalus,0
Chrosomus eos,Bothriocephalus,0
Notropis atherinoides,Bothriocephalus,0
Notropis cornutus,Bothriocephalus,0
Notropis hudsonius,Bothriocephalus,0
Notropis volucellus,Bothriocephalus,0
Notropis heterolepis,Bothriocephalus,0
Pimephales notatus,Bothriocephalus,0
Ictalurus nebulosus,Bothriocephalus,0
Esox lucius,Bothriocephalus,0
Percopsis omiscomaycus,Bothriocephalus,0
Perca flavescens,Bothriocephalus,0
Stizostedion vitreum,Bothriocephalus,0
Etheostoma nigrum,Bothriocephalus,0
Etheostoma exile,Bothriocephalus,0
Micropterus dolomieui,Bothriocephalus,0
Micropterus salmoides,Bothriocephalus,0
Lepomis gibbosus,Bothriocephalus,1.8
Ambloplites rupestris,Bothriocephalus,0.9
Lota lota,Bothriocephalus,0
Culaea inconstans,Bothriocephalus,0
Cottus bairdi,Bothriocephalus,0
Host species,Bothriocephalus.1,37
Osmerus mordax,Bothriocephalus.1,0
Coregonus artedi,Bothriocephalus.1,0
Coregonus hoyi,Bothriocephalus.1,0
Coregonus clupeaformis,Bothriocephalus.1,0
Prosopium cylindraceum,Bothriocephalus.1,0
Oncorhynchus mykiss,Bothriocephalus.1,0
Salvelinus fontinalis,Bothriocephalus.1,0
Salvelinus namaycush,Bothriocephalus.1,0
Catostomus commersoni,Bothriocephalus.1,0
Catostomus catostomus,Bothriocephalus.1,0
Semotilus atromaculatus,Bothriocephalus.1,0
Rhinichthys cataractae,Bothriocephalus.1,0
Chrosomus eos,Bothriocephalus.1,0
Notropis atherinoides,Bothriocephalus.1,0
Notropis cornutus,Bothriocephalus.1,0
Notropis hudsonius,Bothriocephalus.1,0
Notropis volucellus,Bothriocephalus.1,0
Notropis heterolepis,Bothriocephalus.1,0
Pimephales notatus,Bothriocephalus.1,0
Ictalurus nebulosus,Bothriocephalus.1,0
Esox lucius,Bothriocephalus.1,0
Percopsis omiscomaycus,Bothriocephalus.1,0
Perca flavescens,Bothriocephalus.1,0
Stizostedion vitreum,Bothriocephalus.1,51.2
Etheostoma nigrum,Bothriocephalus.1,0
Etheostoma exile,Bothriocephalus.1,0
Micropterus dolomieui,Bothriocephalus.1,0
Micropterus salmoides,Bothriocephalus.1,0
Lepomis gibbosus,Bothriocephalus.1,0
Ambloplites rupestris,Bothriocephalus.1,0
Lota lota,Bothriocephalus.1,0
Culaea inconstans,Bothriocephalus.1,0
Cottus bairdi,Bothriocephalus.1,0
Host species,Bothriocephalus.2,38
Osmerus mordax,Bothriocephalus.2,0
Coregonus artedi,Bothriocephalus.2,0
Coregonus hoyi,Bothriocephalus.2,0
Coregonus clupeaformis,Bothriocephalus.2,0
Prosopium cylindraceum,Bothriocephalus.2,0
Oncorhynchus mykiss,Bothriocephalus.2,0
Salvelinus fontinalis,Bothriocephalus.2,0
Salvelinus namaycush,Bothriocephalus.2,0
Catostomus commersoni,Bothriocephalus.2,0
Catostomus catostomus,Bothriocephalus.2,0
Semotilus atromaculatus,Bothriocephalus.2,0
Rhinichthys cataractae,Bothriocephalus.2,0
Chrosomus eos,Bothriocephalus.2,0
Notropis atherinoides,Bothriocephalus.2,0
Notropis cornutus,Bothriocephalus.2,0
Notropis hudsonius,Bothriocephalus.2,0
Notropis volucellus,Bothriocephalus.2,0
Notropis heterolepis,Bothriocephalus.2,0
Pimephales notatus,Bothriocephalus.2,0
Ictalurus nebulosus,Bothriocephalus.2,0
Esox lucius,Bothriocephalus.2,0
Percopsis omiscomaycus,Bothriocephalus.2,15.8
Perca flavescens,Bothriocephalus.2,0
Stizostedion vitreum,Bothriocephalus.2,0
Etheostoma nigrum,Bothriocephalus.2,51.3
Etheostoma exile,Bothriocephalus.2,20
Micropterus dolomieui,Bothriocephalus.2,0
Micropterus salmoides,Bothriocephalus.2,0
Lepomis gibbosus,Bothriocephalus.2,0
Ambloplites rupestris,Bothriocephalus.2,0
Lota lota,Bothriocephalus.2,0
Culaea inconstans,Bothriocephalus.2,0
Cottus bairdi,Bothriocephalus.2,0
Host species,Bothriocephalus.3,39
Osmerus mordax,Bothriocephalus.3,0
Coregonus artedi,Bothriocephalus.3,0
Coregonus hoyi,Bothriocephalus.3,0
Coregonus clupeaformis,Bothriocephalus.3,0
Prosopium cylindraceum,Bothriocephalus.3,0
Oncorhynchus mykiss,Bothriocephalus.3,0
Salvelinus fontinalis,Bothriocephalus.3,0
Salvelinus namaycush,Bothriocephalus.3,0
Catostomus commersoni,Bothriocephalus.3,0
Catostomus catostomus,Bothriocephalus.3,0
Semotilus atromaculatus,Bothriocephalus.3,0
Rhinichthys cataractae,Bothriocephalus.3,0
Chrosomus eos,Bothriocephalus.3,0
Notropis atherinoides,Bothriocephalus.3,0
Notropis cornutus,Bothriocephalus.3,0
Notropis hudsonius,Bothriocephalus.3,0
Notropis volucellus,Bothriocephalus.3,0
Notropis heterolepis,Bothriocephalus.3,0
Pimephales notatus,Bothriocephalus.3,0
Ictalurus nebulosus,Bothriocephalus.3,0
Esox lucius,Bothriocephalus.3,0
Percopsis omiscomaycus,Bothriocephalus.3,0
Perca flavescens,Bothriocephalus.3,14.4
Stizostedion vitreum,Bothriocephalus.3,0
Etheostoma nigrum,Bothriocephalus.3,0
Etheostoma exile,Bothriocephalus.3,0
Micropterus dolomieui,Bothriocephalus.3,0
Micropterus salmoides,Bothriocephalus.3,0
Lepomis gibbosus,Bothriocephalus.3,0
Ambloplites rupestris,Bothriocephalus.3,0
